Alameda County Juvenile Hall/Court,High School,362,,2500 Fairmont Drive,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Oakland International High,High School,374,1,4521 Webster Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Del Valle Continuation High,High School,477,,2253 5th Street,Livermore,Alameda County,CA,-1.22E+02,3.77E+01
Alameda County Community,High School,493,,313 West Winton Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
California School for the Blind,High School,493,,500 Walnut Avenue,Fremont,Alameda County,CA,-1.22E+02,3.76E+01
Brenkwitz High,High School,499,,22100 Princeton Street,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Alternative Street Academy,High School,504,,417 29th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Continuation Royal Sunset,High School,505,,20450 Royal Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Castlemont High,High School,509,1,8601 MacArthur Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
McClymonds High,High School,513,1,2607 Myrtle Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Rudsdale Continuation,High School,515,1,8251 Fontaine Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
ARISE High,High School ,533,1,3301 East 12th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Core Learning Academy at Conley-Caraball,High School,536,,541 Blanche Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Redwood Continuation High,High School,541,,18400 Clifton Way,Castro Valley,Alameda County,CA,-1.22E+02,3.77E+01
Bay Area School of Enterprise,High School ,543,,1900 3rd Street,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
Rise Community,Elementary School,555,1,8521 A Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
California School for the Deaf-Fremont,High School,560,,39350 Gallaudet Drive,Fremont,Alameda County,CA,-1.22E+02,3.76E+01
Continuation Valley High,High School,561,,6901 York Drive,Dublin,Alameda County,CA,-1.22E+02,3.77E+01
Village High,High School,564,,4645 Bernal Avenue,Pleasanton,Alameda County,CA,-1.22E+02,3.77E+01
Ralph J. Bunche High,High School,572,1,1240 18th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Continuation Lincoln High,High School,574,,2600 Teagarden Street,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Decoto School for Independent Study,High School,575,1,600 G Street,Union City,Alameda County,CA,-1.22E+02,3.76E+01
West Oakland Middle,Middle School,575,1,991 14th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Continuation Island High,High School,576,,1900 3rd Street,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
Continuation Bridgepoint High,High School,579,,35753 Cedar Boulevard,Newark,Alameda County,CA,-1.22E+02,3.75E+01
Millennium High Alternative,High School,580,,760 Magnolia Avenue,Piedmont,Alameda County,CA,-1.22E+02,3.78E+01
Futures Elementary,Elementary School,588,1,6701 International Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Lafayette Elementary,Elementary School,605,1,1700 Market Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Continuation Robertson High,High School,619,,4455 Seneca Park Avenue,Fremont,Alameda County,CA,-1.22E+02,3.75E+01
Frick Middle,Middle School,621,1,2845 64th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Emery Secondary,High School,625,1,915 54th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Alliance Academy,Middle School,627,1,1800 98th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Tennyson High,High School,627,1,27035 Whitman Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Reach Academy,Elementary School,628,1,9860 Sunnyside Street,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Alternative Crossroads High,High School,631,1,35753 Cedar Boulevard,Newark,Alameda County,CA,-1.22E+02,3.75E+01
United for Success Academy,Middle School,632,1,2101 35th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
100 Black Men of the Bay Area Community,Elementary School ,633,1,3400 Malcolm Avenue,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Oakland High,High School,634,1,1023 MacArthur Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
REALM Charter High,High School ,636,1,2023 8th Street,Berkeley,Alameda County,CA,-1.22E+02,3.79E+01
Hillside Elementary,Elementary School,639,1,15980 Marcella Street,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Skyline High,High School,639,1,12250 Skyline Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Westlake Middle,Middle School,647,1,2629 Harrison Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Edendale Middle,Middle School,648,1,16160 Ashland Avenue,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Glassbrook Elementary,Elementary School,651,1,975 Schafer Road,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
ROOTS International Academy,Middle School,652,1,1390 66th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Dewey Academy,High School,656,,1111 2nd Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Preparatory Literary Academy of Cultural,Elementary School,658,1,920 Campbell Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Community School for Creative Education,Elementary School ,660,1,8755 Fontaine Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Allendale Elementary,Elementary School,663,1,3670 Penniman Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
MetWest High,High School,664,2,1100 3rd Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Coliseum College Prep Academy,High School,665,2,1390 66th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Bret Harte Middle,Middle School,666,1,3700 Coolidge Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Madison Park Academy TK-5,Elementary School,667,1,470 El Paseo Drive,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Melrose Leadership Academy,Elementary School,667,1,4730 Fleming Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
East Oakland Pride Elementary,Elementary School,668,1,8000 Birch Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Envision Academy for Arts & Technology,High School ,669,2,1515 Webster Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
San Lorenzo High,High School,669,2,50 East Lewelling Boulevard,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Ruus Elementary,Elementary School,673,1,28027 Dickens Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Aspire Golden State College Preparatory,High School ,676,2,1009 66th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
LIFE Academy,High School,676,2,2101 35th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
New Highland Academy,Elementary School,676,1,8521 A Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Urban Montessori Charter,Elementary School ,676,1,5328 Brann Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Bridges Academy,Elementary School,678,1,1325 53rd Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
East Bay Arts High,High School,679,2,20450 Royal Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Roosevelt Middle,Middle School,679,1,1926 19th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Park Elementary,Elementary School,680,1,411 Larchmont Street,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Elmhurst Community Prep,Middle School,686,1,1800 98th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Tyrrell Elementary,Elementary School,686,1,27000 Tyrrell Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Brookfield Elementary,Elementary School,687,1,401 Jones Avenue,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Hayward High,High School,688,2,1633 East Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Fairview Elementary,Elementary School,691,1,23515 Maud Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Strobridge Elementary,Elementary School,691,1,21400 Bedford Drive,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Manzanita Community,Elementary School,693,1,2409 East 27th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Emerson Elementary,Elementary School,696,1,4803 Lawton Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Cesar Chavez Middle,Middle School,697,1,27845 Whitman Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Global Family,Elementary School,697,1,2035 40th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Winton Middle,Middle School,698,1,119 Winton Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Mt. Eden High,High School,699,3,2300 Panama Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Berkeley Technology Academy,High School,700,3,2701 Martin Luther King Junior Way,Berkeley,Alameda County,CA,-1.22E+02,3.79E+01
Community United Elementary,Elementary School,700,1,6701 International Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Madison Park Academy 6-12,Middle School,701,1,400 Capistrano Drive,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
San Leandro High,High School,701,3,2200 Bancroft Avenue,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Cherryland Elementary,Elementary School,702,1,585 Willow Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Fruitvale Elementary,Elementary School,703,1,3200 Boston Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Hoover Elementary,Elementary School,705,1,890 Brockhurst Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Schafer Park Elementary,Elementary School,707,1,26268 Flamingo Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Bowman Elementary,Elementary School,708,1,520 Jefferson Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Bancroft Middle,Middle School,709,2,1150 Bancroft Avenue,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Colonial Acres Elementary,Elementary School,709,1,17115 Meekland Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Bay Area Technology,High School ,710,3,8251 Fontaine Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Ernestine C. Reems Academy of Technolo,Elementary School ,712,1,8425 MacArthur Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Vineyard Alternative,High School,712,,1401 Almond Avenue,Livermore,Alameda County,CA,-1.22E+02,3.77E+01
Claremont Middle,Middle School,713,2,5750 College Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Learning Without Limits,Elementary School ,713,1,2035 40th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
August Schilling Elementary,Elementary School,718,1,36901 Spruce Street,Newark,Alameda County,CA,-1.22E+02,3.75E+01
Washington Elementary,Elementary School,719,1,250 Dutton Avenue,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Garfield Elementary,Elementary School,720,2,1640 22nd Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Cesar Chavez Middle,Middle School,725,2,2801 Hop Ranch Road,Union City,Alameda County,CA,-1.22E+02,3.76E+01
Bohannon Middle,Middle School,726,2,800 Bockman Road,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Longwood Elementary,Elementary School,726,2,850 Longwood Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
East Avenue Elementary,Elementary School,727,2,2424 East Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Vincent Academy,Elementary School ,727,2,1911 Union Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Sankofa Academy,Elementary School,728,2,581 61st Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Aspire Millsmont Academy,Elementary School ,732,2,3200 62nd Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
LPS Oakland R & D Campus,High School ,734,4,8601 MacArthur Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Oakland Unity High,High School ,735,4,6038 Brann Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Vista Alternative,High School,735,4,4455 Seneca Park Avenue,Fremont,Alameda County,CA,-1.22E+02,3.75E+01
Oakland Technical High,High School,737,4,4351 Broadway,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Horace Mann Elementary,Elementary School,739,2,5222 Ygnacio Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
World Academy,Elementary School ,740,2,1700 28th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Lorenzo Manor Elementary,Elementary School,742,2,18250 Bengal Avenue,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Cox Academy,Elementary School ,743,2,9860 Sunnyside Street,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Fred T. Korematsu Discovery Academy,Elementary School,743,2,10315 E Street,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Jefferson Elementary,Elementary School,743,2,14300 Bancroft Avenue,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
John F. Kennedy High,High School,743,5,39999 Blacow Road,Fremont,Alameda County,CA,-1.22E+02,3.75E+01
REALM Charter Middle,Middle School ,744,3,2023 8th Street,Berkeley,Alameda County,CA,-1.22E+02,3.79E+01
EnCompass Academy Elementary,Elementary School,746,2,1025 81st Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Lazear Charter Academy,Elementary School ,748,2,824 29th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Markham Elementary,Elementary School,749,3,7220 Krause Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Mountain House Elementary,Elementary School,753,3,3950 Mountain House Road,Byron,Alameda County,CA,-1.22E+02,3.78E+01
Hillview Crest Elementary,Elementary School,754,3,31410 Wheelon Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Berkeley High,High School,756,5,1980 Allston Way,Berkeley,Alameda County,CA,-1.22E+02,3.79E+01
Garfield Elementary,Elementary School,756,3,13050 Aurora Drive,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
ASCEND,Elementary School ,757,3,3709 East 12th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
International Community,Elementary School,757,3,2825 International Boulevard,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Searles Elementary,Elementary School,760,3,33629 15th Street,Union City,Alameda County,CA,-1.22E+02,3.76E+01
Aspire Monarch Academy,Elementary School ,761,3,1445 101st Avenue,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Harder Elementary,Elementary School,762,3,495 Wyeth Road,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Faith Ringgold School of Arts and Scienc,Elementary School,764,3,1570 Ward Street,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Newark Memorial High,High School,766,6,39375 Cedar Boulevard,Newark,Alameda County,CA,-1.22E+02,3.75E+01
Lorin A. Eden Elementary,Elementary School,767,3,27790 Portsmouth Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Eden Gardens Elementary,Elementary School,768,3,2184 Thayer Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Eldridge Elementary,Elementary School,768,3,26825 Eldridge Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Urban Promise Academy,Middle School,768,4,3031 East 18th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Burckhalter Elementary,Elementary School,769,3,3994 Burckhalter Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Grass Valley Elementary,Elementary School,769,3,4720 Dunkirk Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Monroe Elementary,Elementary School,769,3,3750 Monterey Boulevard,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Edna Brewer Middle,Middle School,773,4,3748 13th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Anna Yates Elementary,Elementary School,774,4,1070 41st Street,Emeryville,Alameda County,CA,-1.22E+02,3.78E+01
John Muir Middle,Middle School,774,4,1444 Williams Street,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Anthony W. Ochoa Middle,Middle School,775,4,2121 Depot Road,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Bret Harte Middle,Middle School,775,4,1047 E Street,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
McKinley Elementary,Elementary School,775,4,2150 East 14th Street,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Guy Jr. Emanuele Elementary,Elementary School,776,4,100 Decoto Road,Union City,Alameda County,CA,-1.22E+02,3.76E+01
Junction K-8,Elementary School,776,4,298 Junction Avenue,Livermore,Alameda County,CA,-1.22E+02,3.77E+01
Esperanza Elementary,Elementary School,777,4,10315 E Street,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Howard Elementary,Elementary School,777,4,8755 Fontaine Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Palma Ceia Elementary,Elementary School,777,4,27679 Melbourne Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Treeview Elementary,Elementary School,778,4,30565 Treeview Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
East Oakland Leadership Academy,Elementary School ,779,4,2614 Seminary Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
FAME Public Charter,Elementary School ,781,4,39899 Balentine Drive,Newark,Alameda County,CA,-1.22E+02,3.75E+01
Wilson Elementary,Elementary School,781,4,1300 Williams Street,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
John Muir Elementary,Elementary School,782,4,2955 Claremont Avenue,Berkeley,Alameda County,CA,-1.22E+02,3.79E+01
Southgate Elementary,Elementary School,782,4,26601 Calaroga Avenue,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Del Rey Elementary,Elementary School,784,4,1510 Vía Sonya,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Louis Milani Elementary,Elementary School,784,4,37490 Birch Street,Newark,Alameda County,CA,-1.22E+02,3.75E+01
James A. Graham Elementary,Elementary School,786,4,36270 Cherry Street,Newark,Alameda County,CA,-1.22E+02,3.75E+01
Will C. Wood Middle,Middle School,786,5,420 Grand Street,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
Hesperian Elementary,Elementary School,788,4,620 Drew Street,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Montera Middle,Middle School,789,5,5555 Ascot Drive,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Arroyo High,High School,790,7,15701 Lorenzo Avenue,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Corvallis Elementary,Elementary School,791,4,14790 Corvallis Street,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Washington Manor Middle,Middle School,791,5,1170 Fargo Avenue,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Aspire California College Preparatory Ac,Elementary School ,792,4,2125 Jefferson Avenue,Berkeley,Alameda County,CA,-1.22E+02,3.79E+01
Washington High,High School,792,7,38442 Fremont Boulevard,Fremont,Alameda County,CA,-1.22E+02,3.76E+01
Impact Academy of Arts & Technology,High School ,793,7,2560 Darwin Street,Hayward,Alameda County,CA,-1.22E+02,3.76E+01
Maya Lin,Elementary School,793,4,825 Taylor Avenue,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
La Escuelita Elementary,Elementary School,794,5,1100 3rd Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
G. M. Walters Junior High,Middle School,796,5,39600 Logan Drive,Fremont,Alameda County,CA,-1.22E+02,3.75E+01
Lighthouse Community Charter,Elementary School ,796,5,444 Hegenberger Road,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Encinal High,High School,797,7,210 Central Avenue,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
ACORN Woodland Elementary,Elementary School,798,5,1025 81st Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Bay Elementary,Elementary School,798,5,2001 Bockman Road,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Dayton Elementary,Elementary School,798,5,1500 Dayton Avenue,San Leandro,Alameda County,CA,-1.22E+02,3.77E+01
Golden Oak Montessori of Hayward,Elementary School ,798,5,951 Palisade Street,Hayward,Alameda County,CA,-1.22E+02,3.77E+01
Laurel Elementary,Elementary School,798,5,3750 Brown Avenue,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Lighthouse Community Charter High,High School ,799,7,444 Hegenberger Road,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Livermore High,High School,799,7,600 Maple Street,Livermore,Alameda County,CA,-1.22E+02,3.77E+01
Carl B. Munck Elementary,Elementary School,801,5,11900 Campus Drive,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Manzanita SEED,Elementary School,801,5,2409 East 27th Street,Oakland,Alameda County,CA,-1.22E+02,3.78E+01
Livermore Valley Charter Preparatory Hig,High School ,802,8,2451 Portola Avenue,Livermore,Alameda County,CA,-1.22E+02,3.77E+01
Grant Elementary,Elementary School,803,5,879 Grant Avenue,San Lorenzo,Alameda County,CA,-1.22E+02,3.77E+01
Aspire Lionel Wilson College Preparatory,High School ,807,8,400 105th Avenue,Oakland,Alameda County,CA,-1.22E+02,3.77E+01
Circle of Independent Learning,High School ,807,8,4700 Calaveras Avenue,Fremont,Alameda County,CA,-1.22E+02,3.75E+01
Academy of Alameda,Middle School ,808,6,401 Pacific Avenue,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
Ruby Bridges Elementary,Elementary School,808,5,351 Jack London Avenue,Alameda,Alameda County,CA,-1.22E+02,3.78E+01
Cabrillo Elementary,Elementary School,810,5,36700 San Pedro Drive,Fremont,Alameda County,CA,-1.22E+02,3.76E+01
